id,gender,age,major,gpa,SoloFounder,UniversityInCity,HasMentor,Perseverance,DesireToTakeInitiative,Competitiveness,SelfReliance,StrongNeedToAchieve,SelfConfidence,GoodPhysicalHealth,StartedBusiness
328,Genderqueer,20,Life Sciences,3.37,Yes,No,Yes,4,4,2,5,2,2,1,No
329,Female,20,Life Sciences,2.59,No,Yes,No,3,5,3,5,3,5,2,No
330,Female,18,Information Systems,2.16,No,Yes,Yes,5,1,2,3,2,3,1,No
331,Male,20,Arts,3.72,No,Yes,Yes,4,2,5,1,1,4,4,No
332,Female,17,Life Sciences,3.72,No,No,No,4,3,2,1,1,4,5,No
333,Male,21,Business,3.41,No,Yes,No,5,5,2,5,4,2,4,No
334,Male,17,Language,3.06,,No,No,4,1,2,5,4,3,5,No
335,Male,23,History,2.27,Yes,Yes,No,4,4,4,5,4,3,3,No
336,Female,19,Engineering,3.54,Yes,No,Yes,3,1,5,3,3,3,2,No
337,Female,21,Information Systems,3.45,Yes,Yes,Yes,5,1,4,5,1,3,3,Yes
338,Female,22,Life Sciences,3.34,No,Yes,Yes,4,2,4,3,3,4,2,Yes
339,Genderqueer,19,Social Sciences,2.81,No,No,Yes,2,3,3,3,3,1,5,No
340,Female,17,Arts,3.67,Yes,Yes,Yes,1,1,1,2,3,2,2,No
341,Female,20,Engineering,2.86,No,No,No,4,2,1,5,4,4,5,Yes
342,Agender,22,Communications,3.27,No,Yes,Yes,5,3,5,5,5,2,2,Yes
343,Male,19,Life Sciences,1.9,No,Yes,Yes,5,1,1,1,3,4,2,Yes
344,Bigender,19,History,2.65,No,Yes,Yes,3,5,5,1,3,4,5,No
345,Male,23,Communications,1.87,No,Yes,Yes,2,1,1,3,1,1,3,No
346,Genderqueer,23,Arts,3.4,No,Yes,No,4,4,5,1,3,3,1,No
347,Male,21,Social Sciences,3.54,No,Yes,Yes,5,4,4,1,2,5,1,No
348,Male,19,Social Sciences,3.83,Yes,Yes,Yes,4,3,4,5,4,3,1,No
349,Female,23,Life Sciences,2.51,No,Yes,Yes,4,1,2,4,1,4,2,No
350,Male,19,Information Systems,2.87,No,Yes,Yes,4,1,2,5,5,5,4,Yes
351,Genderfluid,19,History,2.85,Yes,Yes,No,4,5,1,5,4,5,1,No
352,Female,18,Life Sciences,1.89,No,Yes,Yes,5,5,3,4,1,3,2,Yes
353,Female,23,Communications,2.2,Yes,Yes,Yes,2,2,1,1,2,5,3,No
354,Female,17,Business,1.92,Yes,Yes,Yes,1,1,5,5,2,4,3,No
355,Male,23,Social Sciences,1.95,No,Yes,Yes,3,4,2,5,5,4,4,Yes
356,Female,19,Life Sciences,3.28,No,Yes,No,4,5,2,3,1,1,4,Yes
357,Female,20,Social Sciences,2.96,No,Yes,Yes,4,4,3,5,4,2,4,No
358,Genderqueer,19,Business,3.73,,Yes,Yes,1,2,1,5,5,3,2,No
359,Female,21,Communications,2.79,No,Yes,No,4,5,4,1,5,1,1,No
360,Female,21,Business,3.4,Yes,Yes,No,3,2,5,5,5,5,1,No
361,Male,21,Social Sciences,2.17,No,Yes,Yes,4,5,4,1,5,5,1,No
362,Female,19,Life Sciences,2.9,No,Yes,Yes,5,4,2,2,3,3,3,No
363,Male,17,Communications,2.96,No,Yes,Yes,3,4,5,2,2,5,5,No
364,Male,23,Business,3.01,No,Yes,Yes,4,4,5,1,2,4,4,No
365,Non-binary,21,Social Sciences,2.04,No,Yes,Yes,4,1,1,1,5,4,2,No
366,Male,18,Social Sciences,3.45,No,Yes,Yes,3,1,1,4,5,5,4,Yes
367,Male,19,Business,3.73,No,Yes,No,1,3,3,5,1,4,5,No
368,Male,20,History,2.11,No,Yes,No,5,3,3,5,4,1,4,No
369,Female,19,Life Sciences,2.55,No,No,Yes,4,4,1,2,4,1,5,Yes
370,Male,21,Life Sciences,2.93,,Yes,Yes,4,4,2,2,5,2,2,No
371,Female,17,Business,3.26,No,Yes,Yes,1,3,1,4,1,3,5,Yes
372,Genderqueer,20,Social Sciences,3.39,No,Yes,Yes,4,1,4,3,5,5,2,No
373,Female,17,Business,2.19,No,No,Yes,4,5,2,4,5,2,5,No
374,Male,17,Business,2.38,No,Yes,No,1,4,3,1,3,5,3,No
375,Male,17,Language,3.05,No,Yes,Yes,4,1,1,2,5,1,3,No
376,Female,22,History,3.88,Yes,Yes,No,4,5,1,1,3,4,1,No
377,Female,17,History,3.59,No,Yes,No,3,4,1,2,4,4,5,Yes
378,Agender,20,Communications,2.11,No,Yes,Yes,4,3,4,4,4,5,1,Yes
379,Male,19,Information Systems,3.05,No,Yes,Yes,3,1,1,5,1,5,2,No
380,Female,22,Business,2.8,No,,Yes,,,,,,,,
381,Male,21,Business,3.72,No,Yes,No,2,5,1,5,1,4,1,No
382,Female,21,Language,1.86,No,Yes,Yes,4,4,5,1,1,3,1,No
383,Male,23,Communications,1.92,No,No,Yes,3,1,1,4,2,1,3,No
384,Female,17,Communications,3.02,No,No,Yes,2,2,4,1,5,2,2,No
385,Male,22,Engineering,2.67,No,Yes,Yes,5,3,4,1,5,2,3,Yes
386,Bigender,19,Life Sciences,2.6,,Yes,Yes,5,1,1,1,1,3,5,No
387,Male,20,Social Sciences,2.75,No,Yes,Yes,1,3,1,1,2,5,4,No
388,Female,20,History,2.7,No,No,Yes,5,5,3,4,4,4,1,No
389,Male,19,Business,2.74,No,Yes,Yes,2,3,3,5,4,5,2,No
390,Male,19,Information Systems,3.14,Yes,Yes,Yes,5,5,1,4,1,4,3,Yes
391,Bigender,23,History,2.76,Yes,Yes,Yes,2,1,1,3,2,5,3,No
392,Male,19,Arts,1.81,Yes,Yes,Yes,2,1,4,1,4,3,3,No
393,Male,18,Communications,3.26,No,No,No,5,2,3,3,1,5,2,No
394,Female,22,History,3.54,No,Yes,,5,1,2,4,1,1,3,No
395,Female,20,History,2.04,No,Yes,No,3,3,1,5,2,1,1,No
396,Male,19,History,1.82,No,No,Yes,4,5,3,5,5,2,5,Yes
397,Female,17,Business,2.98,Yes,Yes,Yes,2,4,5,4,2,5,5,No
398,Female,19,Life Sciences,3.14,No,No,Yes,3,3,3,3,5,1,5,No
399,Female,18,Business,3.06,Yes,Yes,Yes,3,3,3,3,4,3,5,No
400,Female,21,Social Sciences,2.59,No,Yes,Yes,4,2,3,4,5,5,4,Yes
401,Male,20,Life Sciences,3.03,No,Yes,Yes,5,5,2,3,3,4,1,Yes
402,Male,23,Engineering,3.04,No,Yes,No,4,1,2,4,3,2,2,Yes
403,Female,21,Arts,3.05,No,No,Yes,2,2,5,3,3,3,2,No
404,Male,17,Social Sciences,2.95,No,Yes,Yes,3,4,1,2,2,1,2,No
405,Female,19,Social Sciences,3.23,No,Yes,Yes,5,4,5,1,5,2,1,No
406,Female,18,Communications,3.08,No,Yes,Yes,5,1,5,5,5,4,1,Yes
407,Female,19,Life Sciences,2.13,No,Yes,Yes,1,2,2,3,2,5,4,No
408,Male,19,Information Systems,1.83,Yes,Yes,Yes,5,2,3,3,1,5,4,No
409,Male,17,History,3.52,No,Yes,Yes,4,4,3,3,1,4,4,No
410,Female,18,Business,2.35,Yes,Yes,Yes,3,1,3,1,3,2,2,No
411,Female,22,Communications,3.22,Yes,Yes,Yes,4,2,3,2,4,4,5,No
412,Genderqueer,20,Life Sciences,1.86,No,No,Yes,3,3,1,2,5,5,4,No
413,Male,19,History,2.58,No,Yes,Yes,4,1,5,5,3,3,2,No
414,Polygender,20,Life Sciences,2.83,No,Yes,Yes,1,2,4,5,5,3,5,Yes
415,Female,20,Arts,3.13,No,Yes,Yes,5,5,3,3,1,5,4,No
416,Female,22,Social Sciences,3.26,Yes,No,Yes,4,5,2,3,1,5,5,No
417,Male,20,Information Systems,2.98,No,No,Yes,2,1,5,4,4,3,4,No
418,Agender,23,Information Systems,3.54,No,Yes,Yes,2,4,4,4,3,3,4,No
419,Male,23,Arts,2,Yes,Yes,Yes,3,3,3,1,1,2,3,No
420,Female,17,Social Sciences,2.68,No,Yes,Yes,5,5,5,1,5,5,5,No
421,Male,17,Life Sciences,1.9,No,No,Yes,2,3,4,4,3,1,5,No
422,Female,23,History,3.76,No,,Yes,,,,,,,,
423,Male,22,History,3.13,,No,Yes,4,3,1,1,1,3,4,No
424,Male,23,Life Sciences,2.03,No,Yes,Yes,4,1,5,1,2,5,1,No
425,Female,19,Engineering,3.06,No,Yes,No,3,1,2,5,2,5,4,No
426,Female,23,Life Sciences,2.27,Yes,Yes,No,5,5,1,3,5,5,3,No
427,Female,17,Life Sciences,2.84,No,No,Yes,2,1,2,1,5,2,5,Yes
428,Male,18,Life Sciences,3.51,No,Yes,Yes,1,4,4,5,4,2,3,No
429,Male,22,Social Sciences,3.86,Yes,Yes,Yes,4,1,1,3,2,4,3,No
430,Non-binary,17,Social Sciences,3.03,Yes,Yes,Yes,2,5,3,5,3,3,3,Yes
431,Male,22,Business,2.14,Yes,Yes,Yes,3,1,4,5,2,1,5,No
432,Genderqueer,17,Communications,2.05,Yes,Yes,,2,1,4,2,5,1,5,Yes
433,Male,18,Social Sciences,2.23,No,Yes,Yes,2,4,4,3,5,2,3,No
434,Female,17,Social Sciences,2.73,Yes,Yes,Yes,4,5,4,3,1,4,4,No
435,Male,17,Business,2.14,Yes,No,Yes,4,1,3,2,3,1,1,No
436,Male,23,Communications,2.78,No,Yes,No,4,3,5,4,2,3,2,No
437,Male,19,Business,2.9,Yes,No,Yes,4,2,1,5,4,1,2,No
438,Male,17,Engineering,3.67,No,Yes,Yes,5,5,5,2,2,3,2,No
439,Female,17,Language,2.99,No,No,Yes,2,5,3,1,4,4,3,No
440,Female,19,Social Sciences,1.86,No,Yes,No,2,4,5,1,2,5,2,No
441,Male,17,Arts,2.83,,No,Yes,1,4,5,5,3,4,5,No
442,Male,23,Social Sciences,3.21,,No,No,4,2,3,3,2,3,4,No
443,Male,20,Business,2.41,No,Yes,No,4,2,5,2,1,1,4,No
444,Female,20,Life Sciences,2.43,No,Yes,Yes,5,1,4,1,4,5,4,No
445,Male,23,Social Sciences,3.26,No,No,No,2,2,4,1,1,1,3,No
446,Male,19,Language,2.49,No,Yes,Yes,3,4,1,5,1,2,5,Yes
447,Male,19,Language,2.21,No,Yes,Yes,5,4,3,4,4,1,1,No
448,Female,17,History,1.81,No,Yes,Yes,4,5,4,1,2,1,5,No
449,Male,17,Business,2.7,Yes,Yes,Yes,4,2,3,2,2,2,5,No
450,Female,19,Social Sciences,3.6,No,Yes,Yes,4,1,3,2,5,5,4,Yes
451,Female,19,Social Sciences,3.11,No,Yes,,4,4,4,5,3,3,5,Yes
452,Female,18,Life Sciences,1.87,No,Yes,Yes,2,5,4,1,2,5,2,Yes
453,Male,23,Social Sciences,3.99,No,Yes,Yes,1,2,3,5,5,3,2,No
454,Male,17,Communications,3.98,No,No,Yes,4,4,1,3,3,5,3,No
455,Male,18,Business,1.82,No,Yes,No,4,2,2,1,3,4,5,No
456,Female,18,Engineering,1.85,No,Yes,Yes,4,4,4,5,5,4,4,No
457,Male,22,Life Sciences,3.29,No,Yes,Yes,4,3,2,5,1,5,5,No
458,Male,19,Communications,2.04,No,No,Yes,5,1,5,1,5,1,3,No
459,Agender,19,Communications,3.82,No,No,No,5,1,3,1,5,5,3,No
460,Female,18,Business,1.98,,,Yes,,,,,,,,
461,Male,17,Life Sciences,2.82,No,No,Yes,4,3,4,2,1,2,2,No
462,Male,23,Social Sciences,2.49,No,Yes,Yes,3,4,4,3,5,2,1,No
463,Male,17,Communications,2.06,,Yes,Yes,4,4,1,5,4,1,5,No
464,Female,17,Business,2.26,No,No,Yes,5,2,3,2,1,2,4,No
465,Female,20,Business,3.47,No,Yes,No,1,2,3,3,3,3,4,Yes
466,Male,18,Social Sciences,2.06,Yes,Yes,Yes,2,5,2,4,4,5,1,Yes
467,Male,23,Social Sciences,3.95,No,Yes,Yes,2,2,5,2,3,2,3,No
468,Male,21,Communications,2.18,No,Yes,Yes,5,1,1,4,1,5,2,No
469,Female,17,Business,1.9,No,Yes,No,3,4,5,1,2,3,5,No
470,Male,23,Communications,2.26,No,No,Yes,3,4,3,3,3,1,1,No
471,Female,23,History,2.05,Yes,Yes,No,4,1,2,1,2,5,3,No
472,Male,21,Life Sciences,3.49,Yes,Yes,Yes,3,1,3,5,2,4,4,Yes
473,Male,21,Communications,2.86,Yes,No,Yes,3,4,5,3,4,3,5,No
474,Male,20,Social Sciences,3.16,No,Yes,No,3,5,1,4,1,1,2,No
475,Male,22,Arts,2.34,Yes,Yes,Yes,2,4,4,3,3,3,4,No
476,Male,21,Life Sciences,3.12,No,Yes,No,2,4,1,2,1,1,4,No
477,Male,18,Communications,3.05,,Yes,No,1,1,5,5,1,3,4,Yes
478,Male,21,Information Systems,2.7,No,Yes,Yes,4,1,1,3,3,2,2,Yes
479,Female,22,Business,2.96,No,Yes,Yes,5,5,4,2,2,4,1,Yes
480,Male,17,Arts,2.05,No,Yes,Yes,3,1,4,3,4,4,3,No
481,Female,20,Business,2.22,No,No,Yes,4,2,1,5,5,4,4,No
482,Male,18,Social Sciences,2.7,No,Yes,No,2,3,5,3,2,1,5,No
483,Male,17,Arts,3.08,No,Yes,Yes,3,1,3,3,4,4,4,No
484,Genderqueer,23,Communications,3.15,No,No,Yes,1,2,1,5,3,5,4,No
485,Male,22,Life Sciences,3.24,No,Yes,Yes,2,2,1,4,1,2,5,No
486,Male,22,Communications,2.87,Yes,No,Yes,4,4,4,2,1,1,3,Yes
487,Female,20,Business,2.26,No,Yes,Yes,3,2,3,5,3,1,1,Yes
488,Female,22,Business,2.61,No,Yes,Yes,4,4,2,2,4,2,4,No
489,Male,17,Social Sciences,3.83,No,Yes,Yes,5,4,2,4,2,4,2,No
490,Male,17,Information Systems,2.74,Yes,Yes,Yes,5,2,4,4,5,3,3,No
491,Polygender,18,Social Sciences,3.54,Yes,Yes,Yes,3,5,2,4,4,4,5,No
492,Male,22,Social Sciences,2.29,No,Yes,Yes,5,1,4,5,5,4,5,No
493,Female,18,Social Sciences,3.75,No,Yes,No,5,4,1,1,3,4,1,No
494,Female,23,Social Sciences,2.4,No,Yes,Yes,4,5,5,3,1,5,4,No
495,Female,20,Life Sciences,2.04,No,Yes,Yes,4,5,3,4,5,2,5,No
496,Female,18,Business,3.36,No,Yes,Yes,4,2,3,5,5,2,4,Yes
497,Polygender,22,Arts,3.86,No,Yes,Yes,4,3,2,4,2,5,2,Yes
498,Male,17,Engineering,2.35,Yes,Yes,No,3,1,4,1,1,2,1,No
499,Female,23,Business,3.53,No,No,No,3,5,3,4,4,3,2,No
500,Male,19,Information Systems,2.07,Yes,Yes,Yes,4,4,1,3,3,4,1,No
501,Female,21,Business,3.84,No,Yes,Yes,4,3,2,4,1,3,1,Yes
502,Female,19,Social Sciences,3.17,No,Yes,Yes,1,4,4,3,3,1,5,No
503,Female,17,Business,1.83,No,Yes,Yes,2,1,1,4,2,1,3,Yes
504,Male,21,Engineering,1.97,No,Yes,Yes,4,2,3,1,3,2,5,No
505,Non-binary,18,Social Sciences,3.44,No,Yes,No,3,2,1,3,4,3,1,No
506,Male,17,Communications,2.14,No,No,No,5,2,2,3,1,4,5,No
507,Male,17,Life Sciences,3.65,No,,Yes,,,,,,,,
508,Female,17,Communications,3.71,No,No,Yes,2,1,5,3,4,1,2,No
509,Male,19,History,2.82,No,Yes,No,5,5,2,2,3,4,4,Yes
510,Male,17,Life Sciences,2.13,No,Yes,Yes,4,1,3,3,3,4,5,No
511,Male,20,Social Sciences,3.3,No,Yes,Yes,4,5,1,2,2,3,4,Yes
512,Female,20,Communications,2.87,Yes,Yes,No,5,3,1,4,3,2,3,No
513,Male,20,Language,2.15,No,Yes,No,5,5,4,2,1,2,3,Yes
514,Female,23,History,2.74,No,Yes,No,4,3,5,4,2,4,5,Yes
515,Male,21,Social Sciences,3.98,No,Yes,Yes,5,1,3,4,2,3,4,No
516,Male,19,Arts,3.96,No,No,Yes,5,5,5,5,1,1,4,No
517,Female,18,Information Systems,2.27,No,Yes,Yes,2,5,2,4,3,5,5,No
518,Male,19,Business,3.03,Yes,Yes,Yes,3,1,5,3,1,3,5,No
519,Male,20,Social Sciences,3.38,Yes,No,Yes,4,1,5,4,5,1,1,No
520,Female,17,History,3.48,No,Yes,Yes,4,2,3,2,3,4,4,No
521,Female,17,History,3.82,Yes,Yes,Yes,4,5,5,3,4,2,5,No
522,Male,18,Communications,3.19,Yes,Yes,Yes,4,3,4,1,5,2,3,No
523,Female,23,Business,3.52,No,Yes,Yes,5,4,1,3,3,2,2,No
524,Agender,17,Information Systems,3.24,No,Yes,Yes,4,4,2,5,3,4,3,No
525,Non-binary,19,Life Sciences,2.15,No,Yes,,1,5,3,5,3,3,2,Yes
526,Male,19,Social Sciences,3.45,No,Yes,Yes,4,3,3,3,3,2,1,Yes
527,Male,22,Life Sciences,2.85,No,Yes,No,3,2,4,4,4,5,1,No
528,Male,20,Language,2.47,No,Yes,Yes,4,4,2,1,1,3,4,No
529,Female,17,History,3.03,,Yes,Yes,4,5,5,4,2,4,5,No
530,Female,20,History,1.84,No,Yes,Yes,4,5,3,1,3,3,1,Yes
531,Male,17,Communications,3.2,Yes,Yes,No,4,5,2,1,3,5,5,Yes
532,Female,17,Information Systems,2.09,No,Yes,No,3,1,5,2,2,2,1,No
533,Female,20,Engineering,3.89,No,Yes,Yes,2,5,5,5,3,5,5,No
534,Male,21,Engineering,2.84,Yes,No,Yes,4,3,3,1,2,2,4,No
535,Polygender,18,Life Sciences,3.51,No,No,Yes,3,2,5,3,4,2,1,Yes
536,Female,17,Arts,1.9,No,Yes,Yes,2,4,5,5,3,2,4,No
537,Male,21,Life Sciences,3.31,No,Yes,No,2,4,4,3,2,3,5,No
538,Female,19,Social Sciences,2.76,No,Yes,Yes,3,2,3,3,1,4,4,No
539,Female,17,Social Sciences,2.6,Yes,No,Yes,5,3,3,5,3,4,5,No
540,Male,18,Social Sciences,2.55,Yes,Yes,No,3,4,1,5,1,4,2,Yes
541,Female,19,Arts,2.13,No,No,No,3,2,1,3,1,2,1,No
542,Male,19,History,1.8,No,Yes,,5,3,5,2,1,3,5,No
543,Female,22,Language,3.22,,No,Yes,5,5,4,3,4,2,5,Yes
544,Female,23,Social Sciences,3.16,No,Yes,Yes,4,2,1,1,2,3,2,Yes
545,Female,20,Social Sciences,2.8,No,No,Yes,4,3,1,4,3,4,3,No
546,Male,18,Business,3.95,Yes,Yes,,1,1,4,1,1,4,1,No
547,Male,17,Business,2.64,,Yes,No,5,1,3,3,2,5,1,No
548,Female,22,Business,3,Yes,Yes,,4,5,4,1,3,5,4,No
549,Male,23,Life Sciences,2.37,No,Yes,Yes,2,4,2,1,2,1,4,No
550,Female,19,History,2.26,No,Yes,Yes,4,3,5,2,1,1,3,No
551,Male,23,Social Sciences,2.59,No,Yes,Yes,4,3,2,1,4,3,4,Yes
552,Female,22,Arts,3.65,No,No,No,1,5,1,2,5,2,4,No
553,Male,21,History,3.74,Yes,Yes,No,4,5,2,3,2,4,3,No
554,Female,17,Information Systems,3.62,No,Yes,No,2,1,3,5,1,4,5,No
555,Male,21,Social Sciences,2.29,No,Yes,Yes,4,4,4,1,5,1,5,No
556,Male,20,Business,2.25,No,Yes,Yes,2,1,5,4,3,3,5,Yes
557,Genderqueer,19,Business,3.67,No,No,,1,5,5,1,5,3,3,Yes
558,Female,19,History,4,Yes,No,Yes,4,2,5,1,1,1,4,No
559,Female,20,Social Sciences,2.05,No,Yes,Yes,4,2,1,4,2,3,2,Yes
560,Male,23,Life Sciences,2.85,No,Yes,Yes,4,1,4,3,2,1,5,No
561,Non-binary,19,Language,3.41,Yes,No,Yes,5,3,2,5,3,1,1,Yes
562,Male,21,History,3.4,Yes,Yes,Yes,4,3,5,2,4,3,2,No
563,Male,23,Arts,2.8,No,No,No,4,2,2,1,5,3,5,No
564,Female,23,Communications,2.59,No,Yes,Yes,4,3,5,3,5,2,3,No
565,Female,19,Communications,2.56,Yes,No,Yes,1,2,3,5,4,3,4,No
566,Male,23,Engineering,3.15,No,Yes,Yes,2,1,3,2,1,3,1,No
567,Non-binary,23,Arts,3.35,Yes,Yes,Yes,3,4,3,2,1,3,1,No
568,Female,20,Life Sciences,3.34,Yes,,No,,,,,,,,
569,Female,23,Communications,2.49,Yes,Yes,Yes,4,3,2,2,4,1,3,No
570,Female,17,Business,3.67,No,Yes,Yes,1,4,4,2,4,3,4,Yes
571,Male,21,Language,3.27,No,Yes,Yes,4,3,4,5,2,2,4,Yes
572,Female,17,Social Sciences,3.72,No,Yes,Yes,2,4,5,1,3,3,1,Yes
573,Agender,21,Arts,1.89,No,Yes,Yes,5,4,5,2,3,2,2,No
574,Male,19,Social Sciences,3.93,Yes,No,Yes,2,1,3,3,2,2,2,No
575,Female,21,Social Sciences,3.62,No,Yes,Yes,4,2,3,3,4,4,4,No
576,Female,21,Communications,3.32,Yes,Yes,Yes,5,1,4,3,3,3,3,No
577,Female,19,Life Sciences,3.18,No,Yes,No,5,5,2,5,4,3,4,No
578,Male,20,Social Sciences,2.68,No,Yes,Yes,5,3,3,1,5,1,5,No
579,Male,18,Arts,3.95,Yes,Yes,Yes,4,4,1,1,4,2,2,No
580,Female,21,Communications,3.07,No,Yes,Yes,3,3,5,3,2,1,4,No
581,Male,21,History,3.22,No,No,No,4,3,3,3,4,1,1,Yes
582,Female,23,Arts,1.95,Yes,Yes,Yes,4,3,3,4,4,1,2,No
583,Female,23,Communications,1.89,No,Yes,Yes,4,3,2,5,1,3,4,No
584,Male,22,Life Sciences,2.97,Yes,Yes,Yes,4,2,3,3,2,1,2,Yes
585,Male,23,Business,3.26,No,Yes,No,5,3,2,5,5,4,2,Yes
586,Female,18,Social Sciences,2.56,Yes,No,Yes,5,4,3,5,2,2,1,No
587,Female,19,Arts,2.96,Yes,No,Yes,3,5,4,5,5,3,1,No
588,Female,20,Life Sciences,2.47,,Yes,No,2,5,4,5,4,5,3,No
589,Agender,21,Language,2.41,No,No,Yes,1,1,5,4,2,2,2,No
590,Male,18,Arts,3,No,Yes,Yes,5,5,2,1,2,1,3,No
591,Female,18,Communications,3.72,No,Yes,Yes,5,2,3,1,3,3,1,Yes
592,Female,20,Business,2.78,No,Yes,No,4,2,4,5,2,3,2,No
593,Female,18,Arts,2.1,,Yes,Yes,4,4,5,2,1,3,1,No
594,Male,17,Life Sciences,2.53,No,Yes,No,5,1,4,3,3,1,1,No
595,Male,23,Communications,3.67,No,Yes,Yes,2,2,2,1,3,5,3,No
596,Female,17,History,2.54,No,No,Yes,4,2,1,3,2,3,2,No
597,Female,23,Social Sciences,1.81,Yes,No,Yes,1,2,5,2,3,1,1,No
598,Female,21,Social Sciences,2.1,Yes,Yes,Yes,4,3,4,2,2,4,4,Yes
599,Female,19,Life Sciences,3.54,No,Yes,No,4,1,4,2,5,4,1,No
600,Male,17,Social Sciences,3.46,No,Yes,Yes,5,2,1,4,3,2,3,No
601,Female,22,Social Sciences,2.48,Yes,No,Yes,4,5,5,4,5,5,2,No
602,Male,17,Information Systems,1.9,No,Yes,Yes,1,4,3,3,2,2,1,No
603,Male,23,Communications,2.21,No,Yes,No,4,4,1,3,1,2,1,Yes
604,Male,18,Communications,3.61,No,Yes,Yes,4,4,1,3,4,1,3,No
605,Polygender,18,Life Sciences,3.13,No,Yes,Yes,4,2,5,3,5,1,2,No
606,Female,18,Language,2.85,No,Yes,Yes,4,2,5,2,3,1,4,Yes
607,Female,22,Engineering,2.99,Yes,No,No,4,3,5,2,1,4,1,No
608,Male,18,Information Systems,3.25,No,Yes,Yes,4,4,5,3,1,5,3,Yes
609,Male,19,Arts,2.31,No,No,No,2,5,3,5,1,2,1,No
610,Male,18,Social Sciences,2.74,No,Yes,Yes,3,4,3,1,5,1,3,Yes
611,Female,22,Social Sciences,2.67,No,Yes,Yes,3,4,3,4,3,4,2,Yes
612,Female,21,Communications,2.16,No,Yes,No,5,2,1,4,1,2,2,No
613,Male,21,Business,3.36,Yes,Yes,Yes,4,2,2,1,4,3,5,No
614,Female,20,History,3.19,Yes,No,Yes,4,1,3,5,2,4,1,No
615,Male,20,Information Systems,3.32,No,No,Yes,4,4,1,4,2,2,1,No
616,Female,21,Social Sciences,2.37,Yes,Yes,Yes,4,4,2,5,1,2,4,Yes
617,Female,23,Social Sciences,3.21,Yes,Yes,Yes,4,4,5,2,3,3,5,No
618,Agender,20,Business,1.83,Yes,Yes,No,4,3,4,5,2,2,3,No
619,Female,20,Social Sciences,3.75,No,No,Yes,1,3,1,1,5,1,2,Yes
620,Male,23,Arts,2.52,No,Yes,Yes,4,3,1,4,2,2,3,No
621,Female,17,Business,2.42,No,Yes,Yes,4,2,2,5,3,5,3,No
622,Female,20,Business,3.34,No,Yes,Yes,5,1,4,3,2,1,2,Yes
623,Female,18,Social Sciences,2.39,No,No,Yes,2,3,1,1,4,4,4,No
624,Male,20,Life Sciences,1.88,Yes,Yes,Yes,5,1,2,5,5,1,5,No
625,Male,22,Engineering,2.34,No,No,Yes,2,3,3,5,1,2,2,No
626,Male,22,Information Systems,3.94,No,No,Yes,4,1,2,5,4,5,2,Yes
627,Male,19,Information Systems,3.62,Yes,Yes,No,5,5,3,5,4,2,1,No
628,Polygender,18,History,2.47,No,Yes,Yes,4,1,3,1,2,1,2,No
629,Male,18,Arts,2.01,No,No,Yes,3,1,1,4,4,1,5,No
630,Female,18,Life Sciences,3.99,No,Yes,Yes,4,4,5,5,3,4,4,Yes
631,Male,17,Communications,2.78,,Yes,No,2,1,4,3,1,5,1,Yes
632,Genderfluid,17,Social Sciences,2.76,No,Yes,No,4,3,2,1,5,3,5,Yes
633,Male,22,Social Sciences,3.42,Yes,Yes,No,4,1,4,1,2,5,3,No
634,Male,19,Business,2.77,No,No,Yes,4,3,2,2,4,1,2,No
635,Male,21,Arts,3.45,No,Yes,Yes,5,1,4,5,4,2,5,No
636,Female,19,Business,3.84,No,No,No,5,5,3,3,4,1,3,No
637,Male,19,Information Systems,3.42,No,Yes,No,3,1,4,4,1,1,5,No
638,Male,19,Arts,2.24,Yes,No,Yes,2,2,4,5,2,5,4,No
639,Female,18,Social Sciences,3.08,No,Yes,Yes,5,3,2,1,5,5,5,Yes
640,Female,22,Social Sciences,3.17,No,Yes,Yes,5,1,5,4,4,2,2,No
641,Male,19,History,2.08,Yes,No,Yes,4,3,1,4,4,5,4,No
642,Male,18,Business,2.79,No,Yes,Yes,4,2,4,1,5,5,3,No
643,Male,19,History,2.23,No,Yes,Yes,5,4,4,4,5,2,4,No
644,Male,22,Social Sciences,2.14,No,No,Yes,5,3,1,3,1,1,4,No
645,Female,17,Social Sciences,2.68,No,Yes,No,1,5,3,3,4,3,4,Yes
646,Female,18,Arts,3.15,No,,No,,,,,,,,
647,Male,22,Information Systems,3.04,No,Yes,Yes,2,2,1,4,2,1,3,No
648,Female,20,Information Systems,2.37,No,No,Yes,1,5,1,2,3,1,2,Yes
649,Male,19,Arts,2.04,No,Yes,Yes,4,3,3,5,2,1,1,No
650,Male,17,Life Sciences,1.97,No,No,Yes,4,5,1,2,2,1,3,No
651,Female,22,Life Sciences,2.81,Yes,No,Yes,3,4,2,3,5,5,1,No
652,Male,19,Arts,2.27,No,Yes,Yes,4,1,4,1,5,3,5,No
653,Female,18,Information Systems,3.49,No,Yes,Yes,3,4,2,4,3,1,4,No
654,Male,21,Business,2.79,No,Yes,No,5,4,5,3,2,4,5,No
655,Male,18,Life Sciences,3.4,No,Yes,Yes,5,4,4,4,2,1,1,Yes
656,Female,22,Arts,2.24,No,Yes,Yes,5,5,2,5,5,1,5,No
657,Male,19,Life Sciences,2.19,No,No,Yes,5,5,1,2,3,1,2,No
658,Female,21,Business,2.21,No,Yes,No,4,3,5,4,5,1,3,No
659,Male,18,Business,3.17,No,No,No,4,1,3,3,4,2,2,Yes
